name,title,xpath,grid_name,parent_grid_name,type,widget,container,format,ignore_empty,ignore_autocalc_check,export_result,force_def_val,disabled,readonly,required,weight,allow_cyrillic,default_value,options,attributes,class,rows,minlength,maxlength,decimal_length,pattern,exclude_from_xml,extensions,max_size,tag
CAP1_R12_C8,Rînd. 12 col.8,dec/DataSet/Data/CAP1_R12_C8,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R13_C1,Rînd. 13 col.1,dec/DataSet/Data/CAP1_R13_C1,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R13_C2,Rînd. 13 col.2,dec/DataSet/Data/CAP1_R13_C2,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R13_C3,Rînd. 13 col.3,dec/DataSet/Data/CAP1_R13_C3,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R13_C4,Rînd. 13 col.4,dec/DataSet/Data/CAP1_R13_C4,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R13_C5,Rînd. 13 col.5,dec/DataSet/Data/CAP1_R13_C5,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R13_C6,Rînd. 13 col.6,dec/DataSet/Data/CAP1_R13_C6,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R13_C7,Rînd. 13 col.7,dec/DataSet/Data/CAP1_R13_C7,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R13_C8,Rînd. 13 col.8,dec/DataSet/Data/CAP1_R13_C8,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R14_C1,Rînd. 14 col.1,dec/DataSet/Data/CAP1_R14_C1,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R14_C2,Rînd. 14 col.2,dec/DataSet/Data/CAP1_R14_C2,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R14_C3,Rînd. 14 col.3,dec/DataSet/Data/CAP1_R14_C3,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R14_C4,Rînd. 14 col.4,dec/DataSet/Data/CAP1_R14_C4,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R14_C5,Rînd. 14 col.5,dec/DataSet/Data/CAP1_R14_C5,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R14_C6,Rînd. 14 col.6,dec/DataSet/Data/CAP1_R14_C6,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R14_C7,Rînd. 14 col.7,dec/DataSet/Data/CAP1_R14_C7,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R14_C8,Rînd. 14 col.8,dec/DataSet/Data/CAP1_R14_C8,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R15_C1,Rînd. 15 col.1,dec/DataSet/Data/CAP1_R15_C1,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R15_C2,Rînd. 15 col.2,dec/DataSet/Data/CAP1_R15_C2,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R15_C3,Rînd. 15 col.3,dec/DataSet/Data/CAP1_R15_C3,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R15_C4,Rînd. 15 col.4,dec/DataSet/Data/CAP1_R15_C4,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R15_C5,Rînd. 15 col.5,dec/DataSet/Data/CAP1_R15_C5,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R15_C6,Rînd. 15 col.6,dec/DataSet/Data/CAP1_R15_C6,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R15_C7,Rînd. 15 col.7,dec/DataSet/Data/CAP1_R15_C7,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R15_C8,Rînd. 15 col.8,dec/DataSet/Data/CAP1_R15_C8,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R16_C1,Rînd. 16 col.1,dec/DataSet/Data/CAP1_R16_C1,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R16_C2,Rînd. 16 col.2,dec/DataSet/Data/CAP1_R16_C2,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R16_C3,Rînd. 16 col.3,dec/DataSet/Data/CAP1_R16_C3,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R16_C4,Rînd. 16 col.4,dec/DataSet/Data/CAP1_R16_C4,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R16_C5,Rînd. 16 col.5,dec/DataSet/Data/CAP1_R16_C5,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R16_C6,Rînd. 16 col.6,dec/DataSet/Data/CAP1_R16_C6,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R16_C7,Rînd. 16 col.7,dec/DataSet/Data/CAP1_R16_C7,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R16_C8,Rînd. 16 col.8,dec/DataSet/Data/CAP1_R16_C8,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R17_C1,Rînd. 17 col.1,dec/DataSet/Data/CAP1_R17_C1,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R17_C2,Rînd. 17 col.2,dec/DataSet/Data/CAP1_R17_C2,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R17_C3,Rînd. 17 col.3,dec/DataSet/Data/CAP1_R17_C3,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R17_C4,Rînd. 17 col.4,dec/DataSet/Data/CAP1_R17_C4,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R17_C5,Rînd. 17 col.5,dec/DataSet/Data/CAP1_R17_C5,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R17_C6,Rînd. 17 col.6,dec/DataSet/Data/CAP1_R17_C6,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R17_C7,Rînd. 17 col.7,dec/DataSet/Data/CAP1_R17_C7,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R17_C8,Rînd. 17 col.8,dec/DataSet/Data/CAP1_R17_C8,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R18_C1,Rînd. 18 col.1,dec/DataSet/Data/CAP1_R18_C1,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R18_C2,Rînd. 18 col.2,dec/DataSet/Data/CAP1_R18_C2,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R18_C3,Rînd. 18 col.3,dec/DataSet/Data/CAP1_R18_C3,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R18_C4,Rînd. 18 col.4,dec/DataSet/Data/CAP1_R18_C4,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R18_C5,Rînd. 18 col.5,dec/DataSet/Data/CAP1_R18_C5,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R18_C6,Rînd. 18 col.6,dec/DataSet/Data/CAP1_R18_C6,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R18_C7,Rînd. 18 col.7,dec/DataSet/Data/CAP1_R18_C7,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R18_C8,Rînd. 18 col.8,dec/DataSet/Data/CAP1_R18_C8,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R19_C1,Rînd. 19 col.1,dec/DataSet/Data/CAP1_R19_C1,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R19_C2,Rînd. 19 col.2,dec/DataSet/Data/CAP1_R19_C2,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R19_C3,Rînd. 19 col.3,dec/DataSet/Data/CAP1_R19_C3,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R19_C4,Rînd. 19 col.4,dec/DataSet/Data/CAP1_R19_C4,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R19_C5,Rînd. 19 col.5,dec/DataSet/Data/CAP1_R19_C5,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R19_C6,Rînd. 19 col.6,dec/DataSet/Data/CAP1_R19_C6,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R19_C7,Rînd. 19 col.7,dec/DataSet/Data/CAP1_R19_C7,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R19_C8,Rînd. 19 col.8,dec/DataSet/Data/CAP1_R19_C8,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R20_C1,Rînd. 20 col.1,dec/DataSet/Data/CAP1_R20_C1,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R20_C2,Rînd. 20 col.2,dec/DataSet/Data/CAP1_R20_C2,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R20_C3,Rînd. 20 col.3,dec/DataSet/Data/CAP1_R20_C3,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R20_C4,Rînd. 20 col.4,dec/DataSet/Data/CAP1_R20_C4,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R20_C5,Rînd. 20 col.5,dec/DataSet/Data/CAP1_R20_C5,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R20_C6,Rînd. 20 col.6,dec/DataSet/Data/CAP1_R20_C6,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R20_C7,Rînd. 20 col.7,dec/DataSet/Data/CAP1_R20_C7,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R20_C8,Rînd. 20 col.8,dec/DataSet/Data/CAP1_R20_C8,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R50_C1,Rînd. 50 col.1,dec/DataSet/Data/CAP1_R50_C1,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R50_C2,Rînd. 50 col.2,dec/DataSet/Data/CAP1_R50_C2,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R50_C3,Rînd. 50 col.3,dec/DataSet/Data/CAP1_R50_C3,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R50_C4,Rînd. 50 col.4,dec/DataSet/Data/CAP1_R50_C4,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R50_C5,Rînd. 50 col.5,dec/DataSet/Data/CAP1_R50_C5,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R50_C6,Rînd. 50 col.6,dec/DataSet/Data/CAP1_R50_C6,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R50_C7,Rînd. 50 col.7,dec/DataSet/Data/CAP1_R50_C7,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R50_C8,Rînd. 50 col.8,dec/DataSet/Data/CAP1_R50_C8,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R60_C1,Rînd. 60 col.1,dec/DataSet/Data/CAP1_R60_C1,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R60_C2,Rînd. 60 col.2,dec/DataSet/Data/CAP1_R60_C2,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R60_C3,Rînd. 60 col.3,dec/DataSet/Data/CAP1_R60_C3,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R60_C4,Rînd. 60 col.4,dec/DataSet/Data/CAP1_R60_C4,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R60_C5,Rînd. 60 col.5,dec/DataSet/Data/CAP1_R60_C5,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R60_C6,Rînd. 60 col.6,dec/DataSet/Data/CAP1_R60_C6,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R60_C7,Rînd. 60 col.7,dec/DataSet/Data/CAP1_R60_C7,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R60_C8,Rînd. 60 col.8,dec/DataSet/Data/CAP1_R60_C8,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R70_C1,Rînd. 70 col.1,dec/DataSet/Data/CAP1_R70_C1,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R70_C2,Rînd. 70 col.2,dec/DataSet/Data/CAP1_R70_C2,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R70_C3,Rînd. 70 col.3,dec/DataSet/Data/CAP1_R70_C3,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R70_C4,Rînd. 70 col.4,dec/DataSet/Data/CAP1_R70_C4,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R70_C5,Rînd. 70 col.5,dec/DataSet/Data/CAP1_R70_C5,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R70_C6,Rînd. 70 col.6,dec/DataSet/Data/CAP1_R70_C6,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R70_C7,Rînd. 70 col.7,dec/DataSet/Data/CAP1_R70_C7,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R70_C8,Rînd. 70 col.8,dec/DataSet/Data/CAP1_R70_C8,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R30_C1,Rînd. 30 col.1,dec/DataSet/Data/CAP1_R30_C1,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R30_C2,Rînd. 30 col.2,dec/DataSet/Data/CAP1_R30_C2,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R30_C3,Rînd. 30 col.3,dec/DataSet/Data/CAP1_R30_C3,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R30_C4,Rînd. 30 col.4,dec/DataSet/Data/CAP1_R30_C4,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R30_C5,Rînd. 30 col.5,dec/DataSet/Data/CAP1_R30_C5,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R30_C6,Rînd. 30 col.6,dec/DataSet/Data/CAP1_R30_C6,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R30_C7,Rînd. 30 col.7,dec/DataSet/Data/CAP1_R30_C7,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R30_C8,Rînd. 30 col.8,dec/DataSet/Data/CAP1_R30_C8,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R31_C1,Rînd. 31 col.1,dec/DataSet/Data/CAP1_R31_C1,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R31_C2,Rînd. 31 col.2,dec/DataSet/Data/CAP1_R31_C2,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R31_C3,Rînd. 31 col.3,dec/DataSet/Data/CAP1_R31_C3,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R31_C4,Rînd. 31 col.4,dec/DataSet/Data/CAP1_R31_C4,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R31_C5,Rînd. 31 col.5,dec/DataSet/Data/CAP1_R31_C5,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R31_C6,Rînd. 31 col.6,dec/DataSet/Data/CAP1_R31_C6,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
CAP1_R31_C7,Rînd. 31 col.7,dec/DataSet/Data/CAP1_R31_C7,,,numeric,textfield,,,0,0,0,0,0,0,0,12,0,,,,table number,0,0,15,0,,0,,,
